Jar,Time,Temp,Class,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Circularity (Hu),Date,Diameter (ABD),Geodesic Aspect Ratio,Geodesic Length,Length,Original Reference ID,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Sigma Intensity,Timestamp,Volume (ABD),Width,Density_inds/ml,
INIT,0,Original,Tetrahymena,689.6781,0.4538,128.3914,136.5132,139.5034,17541.5468,11008.6924,13624.9031,0.7509,6/5/19,29.6332,0.5214,43.4708,50.9715,8610B4E5-D1A3-40E6-B4C7-2B0C313E91D8,0.9405,1.0865,1.0219,29.79,2019-06-05T08:27:40.316,1.36E+04,22.0515,1244,
INIT,0,Original,Tetrahymena,865.4101,0.4255,122.4855,129.8963,132.7921,18106.1512,13025.6865,19151.2339,0.7108,6/5/19,33.1945,0.3967,52.7194,55.3095,87E613D9-3BE7-4886-A238-6C95A3C02D47,0.9429,1.0841,1.0223,34.6645,2019-06-05T08:27:40.359,1.92E+04,23.4975,1244,
INIT,0,Original,Tetrahymena,1188.081,0.443,131.4271,137.3503,139.8232,27161.4643,20995.0234,30805.8273,0.7354,6/5/19,38.8936,0.3876,61.283,63.2625,A9D6549F-0039-4684-9014-F0757D395EFB,0.9569,1.0639,1.018,37.4846,2019-06-05T08:27:40.622,3.08E+04,27.1125,1244,
INIT,0,Original,Tetrahymena,802.2001,0.4552,126.3629,131.9377,135.3119,17611.5294,11395.5757,17091.8012,0.7483,6/5/19,31.9592,0.5044,44.5008,50.2485,F7A0AD4E-56C0-4666-A660-0CEE61DAC9C5,0.9577,1.0708,1.0256,43.9371,2019-06-05T08:27:41.187,1.71E+04,22.7745,1244,
INIT,0,Original,Tetrahymena,1042.2888,0.4982,141.2553,144.5123,146.7608,25482.8664,19035.6343,25313.1348,0.7945,6/5/19,36.4292,0.46,53.523,56.7555,2C9404EE-7DCB-40AB-9445-6A969996635E,0.9775,1.039,1.0156,42.6097,2019-06-05T08:27:41.318,2.53E+04,26.3895,1244,
INIT,0,Original,Tetrahymena,1051.8881,0.5173,130.8399,136.8181,139.3684,26464.9239,18142.4525,25663.6307,0.8112,6/5/19,36.5965,0.5658,47.2158,53.1405,6978A1BF-4805-41D3-8213-AFE07190577B,0.9563,1.0652,1.0186,43.3121,2019-06-05T08:27:41.404,2.57E+04,26.3895,1244,
INIT,0,Original,Tetrahymena,841.1461,0.4818,129.1805,136.9979,139.7254,19646.1273,12966.2002,18351.4727,0.7748,6/5/19,32.7258,0.5331,44.4845,50.9715,F5A3F71C-2E57-4D61-A5DA-E879BB691EE5,0.9429,1.0816,1.0199,39.3298,2019-06-05T08:27:42.275,1.84E+04,22.7745,1244,
INIT,0,Original,Tetrahymena,1234.4235,0.4417,118.464,126.7233,129.8673,32117.2026,21885.3177,32625.7159,0.7352,6/5/19,39.6449,0.4989,54.7707,62.5395,93F43DB7-FC5C-445D-B0DE-6A613EDF44BE,0.9348,1.0963,1.0248,37.2411,2019-06-05T08:27:42.885,3.26E+04,26.3895,1244,
INIT,0,Original,Tetrahymena,751.9853,0.4533,131.4861,136.3466,139.827,16532.5382,10650.5563,15512.359,0.7482,6/5/19,30.9428,0.4948,44.1393,50.2485,B7C82271-C83D-4666-B149-DE784E1F1DDC,0.9644,1.0634,1.0255,42.8234,2019-06-05T08:27:43.187,1.55E+04,22.0515,1244,
INIT,0,Original,Tetrahymena,933.1256,0.487,122.3555,129.2212,132.7371,22724.783,14687.1528,21442.4285,0.7861,6/5/19,34.4687,0.5642,44.9627,51.6945,FECFD742-4F65-4AF4-B91C-B30D1DB2E6BB,0.9469,1.0848,1.0272,41.2584,2019-06-05T08:27:43.709,2.14E+04,23.4975,1244,
INIT,0,Original,Tetrahymena,1052.3681,0.4602,138.0679,140.8534,143.1483,26383.9707,18478.6624,25681.2011,0.7525,6/5/19,36.6049,0.4838,52.3533,59.6475,E1BA9A06-261B-499C-A507-79D896D4CB21,0.9802,1.0368,1.0163,40.4971,2019-06-05T08:27:43.927,2.57E+04,26.3895,1244,
INIT,0,Original,Tetrahymena,805.9959,0.4798,128.5596,136.179,138.4425,18189.0114,11888.0235,17213.2575,0.7751,6/5/19,32.0348,0.5264,43.7215,49.5255,7A0C5527-C3DE-42C3-935E-D853CFE02A5B,0.944,1.0769,1.0166,36.3665,2019-06-05T08:27:45.492,1.72E+04,22.7745,1244,
INIT,0,Original,Tetrahymena,904.4862,0.4451,128.2791,134.9567,137.8099,19929.5563,14747.2624,20462.8787,0.7378,6/5/19,33.9356,0.3968,54.4174,56.0325,5E00281B-4E81-4ED8-A28D-8D12CF620B1C,0.9505,1.0743,1.0211,35.7248,2019-06-05T08:27:45.538,2.05E+04,24.9435,1244,
INIT,0,Original,Tetrahymena,805.9959,0.4345,121.7338,131.7739,135.5232,15916.5326,11154.1644,17213.2575,0.7272,6/5/19,32.0348,0.4031,49.9639,52.4175,5208054D-F850-4CC2-B3DA-7ED9DA5F8463,0.9238,1.1133,1.0285,32.5861,2019-06-05T08:27:45.884,1.72E+04,22.7745,1244,
INIT,0,Original,Tetrahymena,1088.3974,0.5175,130.3838,134.459,136.9935,29356.9808,20272.4474,27011.273,0.8133,6/5/19,37.2262,0.5656,48.8865,55.3095,67B67B5B-57AC-4212-888E-421253C6064C,0.9697,1.0507,1.0188,44.3187,2019-06-05T08:27:46.276,2.70E+04,27.8355,1244,
INIT,0,Original,Tetrahymena,941.2471,0.4312,124.0543,132.4019,135.5689,19375.8769,14053.3635,21722.9733,0.7243,6/5/19,34.6184,0.391,54.4394,56.0325,FEBAC99F-05BD-43DE-977D-1350C6770835,0.937,1.0928,1.0239,36.2481,2019-06-05T08:27:47.015,2.17E+04,23.4975,1244,
INIT,0,Original,Tetrahymena,1130.7328,0.4382,135.9157,138.5388,141.2882,30365.7025,19620.693,28602.4874,0.7323,6/5/19,37.9433,0.5365,51.2165,61.0935,503277A4-7DD6-4328-B463-157711D21D08,0.9811,1.0395,1.0198,49.4974,2019-06-05T08:27:47.232,2.86E+04,25.6665,1244,
INIT,0,Original,Tetrahymena,1161.0798,0.4092,126.0578,132.8546,136.305,27596.1771,19485.1679,29761.6446,0.695,6/5/19,38.4491,0.422,58.2139,65.4315,7068C585-FE86-4484-BC3B-56EB1278E379,0.9488,1.0813,1.026,36.4072,2019-06-05T08:27:47.538,2.98E+04,24.9435,1244,
INIT,0,Original,Tetrahymena,1099.4561,0.4842,133.1416,138.8105,142.5875,25964.4488,21773.6387,27423.9905,0.7729,6/5/19,37.4149,0.374,61.8271,60.3705,B2211AD1-7B65-434F-A8BB-C12F206C5AEC,0.9592,1.0709,1.0272,34.4537,2019-06-05T08:27:49.104,2.74E+04,30.0045,1244,
INIT,0,Original,Tetrahymena,971.8487,0.486,131.6832,136.5511,139.6093,24472.1359,15624.4103,22790.918,0.784,6/5/19,35.1766,0.5865,44.9097,53.8635,B7820917-131B-41AD-A677-5FE09914DEC0,0.9644,1.0602,1.0224,42.3249,2019-06-05T08:27:50.322,2.28E+04,24.9435,1244,
INIT,0,Original,Tetrahymena,1105.2276,0.5159,134.3865,138.4926,140.6312,28292.7736,21658.6837,27640.2144,0.8053,6/5/19,37.5129,0.4757,54.1958,58.2015,5BAFEEBC-C07B-41AB-A9D8-AADAF7B88D16,0.9704,1.0465,1.0154,39.2823,2019-06-05T08:27:50.627,2.76E+04,29.2815,1244,
INIT,0,Original,Tetrahymena,1306.9646,0.492,126.2072,131.54,135.0223,37727.5635,26151.7455,35543.4474,0.7862,6/5/19,40.7931,0.5627,53.3328,63.2625,81FC4876-9F4B-4F56-AD91-25CA8230A510,0.9595,1.0698,1.0265,42.7391,2019-06-05T08:27:51.472,3.55E+04,30.0045,1244,
INIT,0,Original,Tetrahymena,904.4862,0.5273,130.3835,138.5067,141.9509,22747.9884,15169.6762,20462.8787,0.8195,6/5/19,33.9356,0.591,43.6091,51.6945,1CAD6C4D-3689-49A8-B45F-97E62B55EDE8,0.9414,1.0887,1.0249,39.9556,2019-06-05T08:27:51.801,2.05E+04,25.6665,1244,
INIT,0,Original,Tetrahymena,978.5484,0.4728,130.4577,136.3695,139.6677,23675.2247,15251.2756,23026.9939,0.7709,6/5/19,35.2977,0.5555,46.0529,53.8635,01CBA8D2-D47A-4A43-9FEA-C76CC3D573A0,0.9566,1.0706,1.0242,44.1934,2019-06-05T08:27:52.802,2.30E+04,24.2205,1244,
INIT,0,Original,Tetrahymena,952.2397,0.4249,125.7599,135.169,138.4265,19117.4435,15056.7776,22104.6303,0.714,6/5/19,34.82,0.3352,60.0571,58.9245,2B929E3E-2EA0-429B-B49E-EC00566E2F63,0.9304,1.1007,1.0241,30.0617,2019-06-05T08:27:53.018,2.21E+04,24.2205,1244,
INIT,0,Original,Tetrahymena,1121.5868,0.5168,129.8111,136.761,139.7436,31796.0484,21008.7965,28256.1599,0.814,6/5/19,37.7895,0.618,47.3267,56.7555,DF306ACE-4A14-4EED-99E6-B1F0C1A15F1B,0.9492,1.0765,1.0218,36.844,2019-06-05T08:27:53.627,2.83E+04,27.8355,1244,
INIT,0,Original,Tetrahymena,915.9373,0.4605,130.1166,136.0604,139.3834,23682.0571,14893.2079,20852.7065,0.7581,6/5/19,34.1498,0.5633,45.632,54.5865,51E3D4DA-56D2-4558-9CC5-8C8E30421303,0.9563,1.0712,1.0244,41.1751,2019-06-05T08:27:53.759,2.09E+04,24.2205,1244,
INIT,0,Original,Tetrahymena,930.7375,0.4909,127.8908,132.5626,135.6817,23424.8805,15134.9273,21360.1668,0.788,6/5/19,34.4246,0.577,44.7456,51.6945,90CB6951-4F6D-45A8-9C07-BC649FB6D588,0.9648,1.0609,1.0235,44.961,2019-06-05T08:27:53.802,2.14E+04,24.9435,1244,
INIT,0,Original,Tetrahymena,923.0974,0.4322,132.0633,135.2248,137.3798,22027.9027,14425.1802,21097.6999,0.7252,6/5/19,34.283,0.4841,49.2775,56.0325,29A745F4-B894-4988-BD78-78799AEB39E4,0.9766,1.0403,1.0159,44.2683,2019-06-05T08:27:55.064,2.11E+04,22.7745,1244,
INIT,0,Original,Tetrahymena,994.348,0.4493,136.0168,139.1615,141.827,24532.536,16249.6877,23586.9279,0.7445,6/5/19,35.5815,0.5061,49.5929,57.4785,D4E0EF04-33A2-4B14-B769-FD093F55B2FD,0.9774,1.0427,1.0192,46.8708,2019-06-05T08:27:55.324,2.36E+04,24.2205,1244,
INIT,0,Original,Tetrahymena,1138.9186,0.4836,117.8983,126.3093,130.0253,29288.5642,20831.2219,28913.6435,0.7775,6/5/19,38.0804,0.5047,52.7063,58.9245,06E394E7-32CC-4545-B3C9-E41CC1B5B205,0.9334,1.1029,1.0294,32.8284,2019-06-05T08:27:56.325,2.89E+04,27.1125,1244,
INIT,0,Original,Tetrahymena,825.4625,0.4738,126.1715,134.3295,136.9613,19051.1904,13308.6296,17840.6165,0.7685,6/5/19,32.4193,0.4665,48.1285,51.6945,4382371B-08B3-49B8-BA45-430B779B5D3E,0.9393,1.0855,1.0196,33.7605,2019-06-05T08:27:57.019,1.78E+04,23.4975,1244,
INIT,0,Original,Tetrahymena,1065.333,0.5192,126.4051,132.239,134.5141,27362.7985,18976.5796,26157.2373,0.8119,6/5/19,36.8297,0.5619,47.9657,55.3095,24D4E78B-2FDB-405D-95A2-82B59BC4875D,0.9559,1.0642,1.0172,37.4462,2019-06-05T08:27:57.282,2.62E+04,27.1125,1244,
INIT,0,Original,Tetrahymena,1026.9376,0.434,134.5566,138.2635,140.8226,24436.0307,16071.9591,24755.9671,0.7266,6/5/19,36.1599,0.4946,50.2919,58.2015,2524B125-4222-4B7A-B56F-950B7C33E5CA,0.9732,1.0466,1.0185,42.9222,2019-06-05T08:27:58.760,2.48E+04,24.2205,1244,
INIT,0,Original,Tetrahymena,1120.143,0.4696,122.6052,131.6824,134.2801,27901.5219,19773.7576,28201.6154,0.7642,6/5/19,37.7652,0.4857,53.2018,59.6475,CC64BAA1-2DF0-4969-99A5-081053EFE240,0.9311,1.0952,1.0197,34.2426,2019-06-05T08:28:01.240,2.82E+04,27.1125,1244,
INIT,0,Original,Tetrahymena,899.2399,0.5151,130.2366,137.0643,140.5665,21256.9101,14659.7502,20285.1003,0.8081,6/5/19,33.8371,0.536,45.5033,50.9715,C2A13981-E66E-47B1-A1B6-4CCD9CBC677C,0.9502,1.0793,1.0256,43.4533,2019-06-05T08:28:02.546,2.03E+04,24.9435,1244,
INIT,0,Original,Tetrahymena,1016.3891,0.4426,129.2353,136.8482,140.8162,24735.1559,17329.9033,24375.5163,0.7381,6/5/19,35.9737,0.4487,53.8796,58.9245,85016A5D-8359-43D9-9AE9-D648EF80E6F0,0.9444,1.0896,1.029,35.5731,2019-06-05T08:28:02.588,2.44E+04,25.6665,1244,
INIT,0,Original,Tetrahymena,869.219,0.4796,129.4326,135.8258,138.6906,20096.6381,13741.1363,19277.808,0.7754,6/5/19,33.2675,0.495,47.0932,51.6945,A2DC9E4A-26CD-4776-95FE-5E18AC41AB67,0.9529,1.0715,1.0211,38.2093,2019-06-05T08:28:02.718,1.93E+04,24.2205,1244,
INIT,0,Original,Tetrahymena,981.4202,0.486,121.0295,132.6891,136.0228,23125.5365,19191.591,23128.4382,0.777,6/5/19,35.3494,0.3713,59.7771,58.9245,FC147EE9-9138-4CD1-887E-AA57896E1289,0.9121,1.1239,1.0251,27.7306,2019-06-05T08:28:03.720,2.31E+04,27.1125,1244,
INIT,0,Original,Tetrahymena,825.4625,0.4313,124.1773,133.7123,136.6914,17398.5846,11516.6061,17840.6165,0.7244,6/5/19,32.4193,0.4501,47.8212,53.1405,F89088F0-086A-49D4-8B73-527FE13FA421,0.9287,1.1008,1.0223,35.0601,2019-06-05T08:28:04.067,1.78E+04,22.7745,1244,
INIT,0,Original,Tetrahymena,1151.9243,0.4475,126.6881,132.9264,136.4233,28537.4065,21677.0187,29410.3155,0.7407,6/5/19,38.2972,0.4078,60.2284,62.5395,7AC524D6-6672-4026-A4EC-B6B58F34D37A,0.9531,1.0768,1.0263,33.7068,2019-06-05T08:28:04.111,2.94E+04,27.8355,1244,
INIT,0,Original,Tetrahymena,1276.4785,0.5396,124.9741,132.4267,136.163,35485.4157,26417.0795,34307.1036,0.833,6/5/19,40.3145,0.5325,54.2122,58.2015,CD893E7A-B79B-4343-AADD-68CC10386CEC,0.9437,1.0895,1.0282,34.1814,2019-06-05T08:28:04.154,3.43E+04,31.4505,1244,
INIT,0,Original,Tetrahymena,1206.4168,0.4746,128.1655,134.5682,137.7174,28996.6138,21240.0015,31521.7155,0.7697,6/5/19,39.1926,0.4654,55.4428,60.3705,DA0F0687-2ACB-4EBD-B0D9-D00FFF41D1B4,0.9524,1.0745,1.0234,41.9795,2019-06-05T08:28:05.938,3.15E+04,27.1125,1244,
INIT,0,Original,Tetrahymena,805.0469,0.4662,125.8604,131.1059,133.5463,17884.5779,11400.294,17182.864,0.7629,6/5/19,32.0159,0.5276,43.4096,48.8025,EDABCC7B-ADD7-45FD-BA0E-4B15C53A65F6,0.96,1.0611,1.0186,45.4866,2019-06-05T08:28:06.765,1.72E+04,21.3285,1244,
INIT,0,Original,Tetrahymena,1086.9553,0.4625,122.8447,130.6251,134.6698,28434.1361,19564.6294,26957.6066,0.757,6/5/19,37.2015,0.5056,52.1259,59.6475,B9256D4F-A695-4899-81DC-BF17A1A90E4B,0.9404,1.0963,1.031,35.5758,2019-06-05T08:28:07.024,2.70E+04,26.3895,1244,
INIT,0,Original,Tetrahymena,1149.5154,0.4242,129.1306,133.5913,136.6941,29313.4986,18857.8838,29318.1099,0.7181,6/5/19,38.2571,0.5141,52.0741,61.8165,95624107-F7C5-4790-B4FA-4E6CC2402C71,0.9666,1.0586,1.0232,45.5627,2019-06-05T08:28:09.723,2.93E+04,24.9435,1244,
INIT,0,Original,Tetrahymena,1114.8495,0.4902,121.5085,129.4652,132.153,29121.3967,19593.9904,28001.9438,0.7868,6/5/19,37.6759,0.5598,49.0916,56.7555,A21B1746-DA5F-408B-BC4A-2726DB7A846D,0.9385,1.0876,1.0208,36.8481,2019-06-05T08:28:11.156,2.80E+04,27.1125,1244,
INIT,0,Original,Tetrahymena,823.5624,0.5011,128.0068,137.3559,141.4906,23763.9696,15455.0788,17779.0515,0.7956,6/5/19,32.382,0.5898,44.3069,53.1405,86F9D15C-B83D-4305-868F-446D4F34FB52,0.9319,1.1053,1.0301,31.2871,2019-06-05T08:28:11.766,1.78E+04,25.6665,1244,
INIT,0,Original,Tetrahymena,1287.1214,0.4748,127.1162,133.3636,136.5543,31657.2483,25338.5292,34737.0608,0.7703,6/5/19,40.4823,0.4021,62.9383,63.2625,901C31A0-E742-487A-906B-8231B30B7295,0.9532,1.0742,1.0239,43.0111,2019-06-05T08:28:11.897,3.47E+04,29.2815,1244,
INIT,0,Original,Tetrahymena,956.0646,0.4006,125.7987,134.4716,137.9241,21061.0068,14199.256,22237.9436,0.6861,6/5/19,34.8898,0.4209,53.2962,59.6475,F93FF0F7-7C7A-4C3A-BEE9-E3FACA790D87,0.9355,1.0964,1.0257,34.3013,2019-06-05T08:28:12.419,2.22E+04,23.4975,1244,
INIT,0,Original,Tetrahymena,1185.6692,0.5265,120.8983,128.7789,132.7432,31530.9768,21913.2525,30712.0716,0.8222,6/5/19,38.8541,0.5752,49.5071,56.7555,D99EF86C-74E6-4798-BEC0-9F29461A5B4E,0.9388,1.098,1.0308,38.2924,2019-06-05T08:28:12.855,3.07E+04,29.2815,1244,
INIT,0,Original,Tetrahymena,1158.6702,0.5101,134.5054,138.0468,140.4275,30794.3687,20620.7842,29669.0443,0.8074,6/5/19,38.4092,0.5923,48.1674,56.7555,BCA7B81D-4AC7-43F9-A5A1-2E14D170ED6B,0.9743,1.044,1.0172,45.1456,2019-06-05T08:28:13.028,2.97E+04,27.8355,1244,
INIT,0,Original,Tetrahymena,935.9917,0.4943,132.8871,135.666,137.8643,23743.7341,15337.0069,21541.2935,0.7924,6/5/19,34.5216,0.5809,44.746,51.6945,C39AC908-2678-4096-8AFA-51C730A24998,0.9795,1.0375,1.0162,48.8251,2019-06-05T08:28:13.766,2.15E+04,24.2205,1244,
INIT,0,Original,Tetrahymena,1237.3221,0.4149,131.4006,137.2089,140.5435,30295.1487,20068.7822,32740.6994,0.7071,6/5/19,39.6914,0.4786,55.2206,63.9855,2353592D-5570-485C-8017-EBE1B3354120,0.9577,1.0696,1.0243,43.7655,2019-06-05T08:28:14.420,3.27E+04,25.6665,1244,
INIT,0,Original,Tetrahymena,1081.1876,0.4529,137.1945,139.5582,142.4557,29394.0724,21033.4724,26743.3257,0.7478,6/5/19,37.1027,0.4609,56.0604,61.8165,CAD00576-F547-4234-851C-1ABFB4C28BB8,0.9831,1.0383,1.0208,41.7699,2019-06-05T08:28:14.637,2.67E+04,26.3895,1244,
INIT,0,Original,Tetrahymena,1196.2825,0.5144,123.6325,130.5063,133.4088,30076.4554,22137.3372,31125.3632,0.8103,6/5/19,39.0276,0.503,53.2961,58.9245,05FE218E-0C73-4361-982A-6B34F6C6DFBB,0.9473,1.0791,1.0222,38.9274,2019-06-05T08:28:15.942,3.11E+04,29.2815,1244,
INIT,0,Original,Tetrahymena,1147.1067,0.5201,126.363,131.6451,134.4687,29002.1191,22216.9439,29226.0084,0.8155,6/5/19,38.217,0.4702,55.0684,58.2015,59654CB2-D4E2-4CAC-B4BA-BC7B72354317,0.9599,1.0641,1.0214,40.4898,2019-06-05T08:28:15.984,2.92E+04,29.2815,1244,
INIT,0,Original,Tetrahymena,925.4847,0.4536,121.1442,129.6631,133.852,22367.1856,15044.4035,21179.5946,0.7486,6/5/19,34.3273,0.4893,49.1796,56.0325,492D7A9E-6EF1-4D9F-BE3D-D3F0C168827F,0.9343,1.1049,1.0323,31.8283,2019-06-05T08:28:16.117,2.12E+04,24.2205,1244,
INIT,0,Original,Tetrahymena,958.9336,0.3932,130.7911,135.8919,139.349,21910.191,14517.9342,22338.1188,0.6771,6/5/19,34.9421,0.4285,53.3579,60.3705,8E518292-B0C6-4D30-9BE6-A29569920D15,0.9625,1.0654,1.0254,43.225,2019-06-05T08:28:16.856,2.23E+04,22.7745,1244,
INIT,0,Original,Tetrahymena,1163.9717,0.4927,135.1455,140.3375,142.932,32880.9199,21306.2326,29872.9019,0.79,6/5/19,38.4969,0.6145,48.0395,58.9245,2553B2A8-15EB-4060-B325-F4649F30585D,0.963,1.0576,1.0185,43.2548,2019-06-05T08:28:18.726,2.99E+04,27.8355,1244,
INIT,0,Original,Tetrahymena,989.5591,0.4424,128.094,135.7775,139.3457,23134.2193,15025.4684,23416.7378,0.7381,6/5/19,35.4957,0.5065,48.6049,56.7555,5136C19F-26AB-4D03-9F7C-D1DB9E9F642E,0.9434,1.0878,1.0263,37.3354,2019-06-05T08:28:18.986,2.34E+04,23.4975,1244,
INIT,0,Original,Tetrahymena,1179.3994,0.5066,134.5206,138.0377,140.6824,35341.2188,23026.8897,30468.7876,0.8017,6/5/19,38.7512,0.6389,47.9484,60.3705,CA876511-8A0E-49A7-9544-5D5C9B1A7F07,0.9745,1.0458,1.0192,44.3774,2019-06-05T08:28:19.378,3.05E+04,29.2815,1244,
INIT,0,Original,Tetrahymena,1039.4098,0.4395,127.3708,131.1907,134.1123,27116.9733,17749.4855,25208.3254,0.733,6/5/19,36.3788,0.516,50.6174,58.9245,0B28F356-68B6-4723-84D8-6FB80E87FABD,0.9709,1.0529,1.0223,41.9404,2019-06-05T08:28:20.379,2.52E+04,24.9435,1244,
INIT,0,Original,Tetrahymena,956.5427,0.4362,131.6868,137.9017,141.0722,22584.2678,14493.6168,22254.6282,0.7309,6/5/19,34.8985,0.5075,48.1491,56.0325,40DEF71C-3D0F-4692-879C-BA253F27030C,0.9549,1.0713,1.023,36.5458,2019-06-05T08:28:21.599,2.23E+04,22.7745,1244,
INIT,0,Original,Tetrahymena,1001.054,0.4162,124.7193,133.4649,136.2728,22445.7188,16469.0565,23825.941,0.7058,6/5/19,35.7013,0.3813,58.1428,61.8165,BBBEFE11-BB77-43F4-BB44-7D773751E0AD,0.9345,1.0926,1.021,32.7567,2019-06-05T08:28:21.728,2.38E+04,24.2205,1244,
INIT,0,Original,Tetrahymena,871.6,0.5695,127.4788,134.0114,137.0637,20454.8176,15866.1207,19357.0705,0.8543,6/5/19,33.313,0.4785,48.453,49.5255,0001EE82-A2A9-4877-A9C9-570A06FE5A7D,0.9513,1.0752,1.0228,37.7066,2019-06-05T08:28:22.032,1.94E+04,26.3895,1244,
INIT,0,Original,Tetrahymena,891.1346,0.4302,133.6751,137.1971,140.362,20839.7617,13804.7985,20011.4599,0.7208,6/5/19,33.6842,0.4706,49.2998,56.0325,78A6E0D3-DA6D-4817-B7AE-7A223E6243A9,0.9743,1.05,1.0231,46.1828,2019-06-05T08:28:22.467,2.00E+04,23.4975,1244,
INIT,0,Original,Tetrahymena,1060.0502,0.4594,133.3596,139.5206,142.3308,24312.3857,17641.3104,25962.9163,0.7526,6/5/19,36.7382,0.4441,53.9402,58.2015,4020B084-96B9-4534-B9B7-FD5E64BE4AC8,0.9558,1.0673,1.0201,40.6317,2019-06-05T08:28:22.555,2.60E+04,25.6665,1244,
INIT,0,Original,Tetrahymena,1093.205,0.4701,128.4029,133.6909,136.7476,26300.9819,18371.4097,27190.4385,0.7625,6/5/19,37.3083,0.4983,51.2838,58.2015,5B1D50F0-FE6A-4059-93DD-F4A9319DCD0E,0.9604,1.065,1.0229,44.9542,2019-06-05T08:28:23.729,2.72E+04,25.6665,1244,
INIT,0,Original,Tetrahymena,929.7824,0.4348,130.8076,134.1295,137.1891,23419.1858,14519.394,21327.2942,0.7287,6/5/19,34.4069,0.5436,46.5564,56.0325,20A392EB-8CEE-428F-B401-1C60EC952707,0.9752,1.0488,1.0228,49.3352,2019-06-05T08:28:24.120,2.13E+04,23.4975,1244,
INIT,0,Original,Tetrahymena,959.89,0.4732,129.5711,133.9913,136.0046,25744.9692,15632.9925,22371.5467,0.7693,6/5/19,34.9595,0.6339,43.3712,54.5865,9ECB7B6B-90CC-4F97-ADAC-DFCF108A390E,0.967,1.0497,1.015,51.5416,2019-06-05T08:28:24.425,2.24E+04,24.9435,1244,
INIT,0,Original,Tetrahymena,990.0379,0.4634,141.5614,144.0501,146.7257,24833.0701,16635.8743,23433.7368,0.756,6/5/19,35.5043,0.5218,48.7872,55.3095,81F37EF7-2A26-400C-8788-C54329926E39,0.9827,1.0365,1.0186,41.2572,2019-06-05T08:28:25.426,2.34E+04,24.9435,1244,
INIT,0,Original,Tetrahymena,1275.0274,0.4992,132.0021,135.5044,138.3966,33696.3805,25368.7144,34248.6218,0.7926,6/5/19,40.2916,0.4831,56.8619,62.5395,14EB2FA9-FE52-4AB9-9B3A-324FDFD89393,0.9742,1.0484,1.0213,41.2844,2019-06-05T08:28:25.905,3.42E+04,30.0045,1244,
INIT,0,Original,Tetrahymena,1003.9286,0.5043,135.7887,139.1492,141.5087,28837.2153,17912.68,23928.6414,0.8004,6/5/19,35.7525,0.666,43.5833,54.5865,5482D8F6-80F4-4FDF-9298-FCC620A0B249,0.9758,1.0421,1.017,46.5349,2019-06-05T08:28:26.644,2.39E+04,26.3895,1244,
INIT,0,Original,Tetrahymena,948.8936,0.4165,122.7411,130.0972,132.865,20021.3903,14374.6678,21988.2193,0.7065,6/5/19,34.7587,0.3869,55.4281,57.4785,3461F1D4-E144-4197-B6E7-70A2FD500E64,0.9435,1.0825,1.0213,36.1811,2019-06-05T08:28:26.687,2.20E+04,23.4975,1244,
INIT,0,Original,Tetrahymena,1223.3144,0.4107,129.5077,134.9595,137.4697,29892.6307,19864.8341,32186.292,0.6999,6/5/19,39.4661,0.4736,55.3644,64.7085,E424E584-1606-43E1-A6F2-826AF25819B9,0.9596,1.0615,1.0186,46.7334,2019-06-05T08:28:26.861,3.22E+04,24.9435,1244,
INIT,0,Original,Tetrahymena,1115.3307,0.4944,131.0048,136.8693,140.0905,29071.4583,20254.0847,28020.0747,0.7855,6/5/19,37.684,0.5414,50.1716,56.7555,06A58F9F-79D8-47E2-93C5-9E9587BD1F2F,0.9572,1.0694,1.0235,41.2491,2019-06-05T08:28:27.991,2.80E+04,26.3895,1244,
INIT,0,Original,Tetrahymena,1009.1996,0.3877,129.3383,134.4911,137.1506,23283.151,14864.2335,24117.3395,0.6686,6/5/19,35.8462,0.4599,51.9473,59.6475,5DC25CC7-117F-413D-8985-A3C830B0FC13,0.9617,1.0604,1.0198,44.6192,2019-06-05T08:28:28.078,2.41E+04,22.0515,1244,
INIT,0,Original,Tetrahymena,967.5429,0.5055,132.767,136.419,138.9846,23892.953,17800.4666,22639.62,0.8003,6/5/19,35.0986,0.4658,51.9521,53.1405,976DC064-249E-4E88-9ABD-08F31BE67972,0.9732,1.0468,1.0188,39.0002,2019-06-05T08:28:28.689,2.26E+04,27.8355,1244,
INIT,0,Original,Tetrahymena,876.8391,0.502,128.0332,135.1391,138.3376,18144.9557,13196.7964,19531.8629,0.7989,6/5/19,33.413,0.4534,48.2603,49.5255,206AB4A1-A5CB-45FB-92A5-AEDAAE11DFDC,0.9474,1.0805,1.0237,39.4821,2019-06-05T08:28:29.167,1.95E+04,24.9435,1244,
INIT,0,Original,Tetrahymena,925.9621,0.484,131.5384,138.4814,141.6335,22086.6293,15694.2288,21195.9873,0.7801,6/5/19,34.3362,0.4752,49.9363,53.8635,CA7028CD-2B70-4C03-80BA-22C5AFA8ECC4,0.9499,1.0767,1.0228,35.7773,2019-06-05T08:28:30.082,2.12E+04,25.6665,1244,
